=== LAP SUMMARY ===
Lap,Lap Time,Sector 1,Sector 2,Sector 3,Max Speed (km/h),Avg Speed (km/h),Max Throttle (%),Max Brake (%),Max RPM,Avg RPM,ABS Events,TC Events
1,1:29.898,0:30.000,0:30.000,0:29.898,285.5,192.2,100.0,99.2,7962,5911,142,371
2,1:30.050,--:--.---,--:--.---,1:30.050,220.6,220.6,72.2,0.0,6777,6777,0,0
2,1:29.988,0:30.000,0:30.000,0:29.988,288.5,198.7,100.0,99.5,8000,6027,137,392


=== RAW TELEMETRY ===
lap,dist_m,lap_time,speed_kmh,throttle_%,brake_%,steer_deg,rpm,gear,abs_%,tc_%
1,2001.5,0:36.027,159.2,70.1,0.0,86.88,5678,4,0.0,0.0
1,2007.2,0:36.129,158.5,70.2,0.0,91.71,5622,4,0.0,0.0
1,2015.7,0:36.283,157.7,70.5,0.0,98.87,5519,4,0.0,0.0
1,2021.3,0:36.384,157.2,70.8,0.0,103.45,5440,4,0.0,0.0
1,2027.1,0:36.487,156.9,71.2,0.0,107.99,5358,4,0.0,0.0
1,2032.7,0:36.589,156.7,71.7,0.0,112.35,5275,4,0.0,0.0
1,2038.4,0:36.691,156.7,72.2,0.0,116.55,5194,4,0.0,0.0
1,2046.9,0:36.845,156.8,73.1,0.0,122.53,5086,4,0.0,0.0
1,2052.6,0:36.946,157.1,73.7,0.0,126.2,5025,4,0.0,0.0
1,2058.2,0:37.048,157.5,74.5,0.0,129.68,4978,4,0.0,0.0
1,2066.8,0:37.202,158.5,75.6,0.0,134.47,4936,4,0.0,10.0
1,2072.4,0:37.303,159.2,76.5,0.0,137.28,4930,4,0.0,10.0
1,2078.1,0:37.406,160.2,77.4,0.0,139.86,4942,4,0.0,10.0
1,2083.8,0:37.508,161.2,78.3,0.0,142.13,4972,4,0.0,10.0
1,2092.3,0:37.661,163.0,79.7,0.0,144.95,5049,4,0.0,10.0
1,2097.9,0:37.763,164.3,80.7,0.0,146.43,5120,4,0.0,10.0
1,2103.6,0:37.864,165.6,81.7,0.0,147.57,5204,4,0.0,10.0
1,2112.1,0:38.018,167.8,83.3,0.0,148.69,5349,4,0.0,10.0
1,2117.8,0:38.120,169.3,84.3,0.0,149.0,5453,4,0.0,10.0
1,2123.4,0:38.221,170.9,85.4,0.0,148.96,5560,4,0.0,10.0
1,2129.1,0:38.324,172.4,86.4,0.0,148.58,5666,4,0.0,10.4
1,2137.6,0:38.476,174.6,88.0,0.0,147.38,5815,4,0.0,11.6
1,2143.3,0:38.579,176.1,89.0,0.0,146.14,5904,4,0.0,12.3
1,2148.9,0:38.680,177.5,90.0,0.0,144.58,5980,4,0.0,12.7
1,2157.4,0:38.834,179.5,91.5,0.0,141.59,6067,4,0.0,12.1
1,2163.0,0:38.934,180.7,92.4,0.0,139.26,6104,4,0.0,10.9
1,2168.7,0:39.037,181.8,93.3,0.0,136.55,6124,4,0.0,10.0
1,2174.3,0:39.138,182.8,94.1,0.0,133.59,6125,4,0.0,10.0
1,2182.9,0:39.292,184.1,95.3,0.0,128.55,6096,4,0.0,10.0
1,2191.3,0:39.444,185.1,96.4,0.0,122.98,6032,4,0.0,10.0
1,2197.0,0:39.546,185.6,97.1,0.0,118.93,5973,4,0.0,10.0
1,2205.6,0:39.700,186.1,97.9,0.0,112.41,5869,4,0.0,10.0
1,2211.2,0:39.801,186.3,98.4,0.0,107.88,5793,4,0.0,10.6
1,2216.9,0:39.904,186.4,98.9,0.0,103.08,5716,4,0.0,14.3
1,2225.4,0:40.057,186.4,99.4,0.0,95.66,5604,4,0.0,19.1
1,2231.1,0:40.160,186.2,99.7,0.0,90.5,5537,4,0.0,20.9
1,2236.8,0:40.262,186.0,99.8,0.0,85.28,5479,4,0.0,21.0
1,2245.2,0:40.413,185.6,100.0,0.0,77.41,5416,4,0.0,17.7
1,2250.7,0:40.513,185.3,100.0,0.0,72.12,5391,4,0.0,13.5
1,2256.4,0:40.616,184.9,99.9,0.0,66.65,5382,4,0.0,10.0
1,2264.9,0:40.769,184.4,99.7,0.0,58.52,5398,4,0.0,10.0
1,2270.6,0:40.870,184.1,99.4,0.0,53.17,5428,4,0.0,10.0
1,2276.3,0:40.973,183.9,99.1,0.0,47.77,5472,4,0.0,10.0
1,2284.7,0:41.125,183.6,98.5,0.0,39.93,5562,4,0.0,10.0
1,2290.4,0:41.228,183.5,98.0,0.0,34.73,5634,4,0.0,10.0
1,2296.1,0:41.330,183.6,97.5,0.0,29.71,5713,4,0.0,10.0
1,2304.6,0:41.483,183.8,96.5,0.0,22.44,5836,4,0.0,16.1
1,2310.3,0:41.586,184.1,95.8,0.0,17.75,5918,4,0.0,21.8
1,2315.9,0:41.687,184.6,95.1,0.0,13.33,5997,4,0.0,25.9
1,2327.3,0:41.892,185.9,93.4,0.0,4.98,6132,4,0.0,26.3
1,2332.9,0:41.993,186.7,92.5,0.0,1.19,6184,4,0.0,22.4
1,2338.6,0:42.095,187.7,91.6,0.0,-2.39,6224,4,0.0,16.5
1,2344.3,0:42.198,188.8,90.6,0.0,-5.76,6250,4,0.0,10.0
1,2352.8,0:42.351,198.4,61.6,38.4,-10.28,6400,4,0.0,0.0
1,2358.4,0:42.452,194.8,59.9,40.1,-12.92,6303,4,0.0,0.0
1,2364.2,0:42.555,191.1,58.1,41.9,-15.35,6192,4,0.0,0.0
1,2372.7,0:42.708,185.6,55.5,44.5,-18.41,6003,4,0.0,0.0
1,2378.3,0:42.809,182.0,53.8,46.2,-20.08,5867,4,0.0,0.0
1,2386.8,0:42.963,176.5,51.1,48.9,-22.1,5652,4,0.0,0.0
1,2392.5,0:43.065,172.8,49.4,50.6,-23.07,5508,4,0.0,0.0
1,2398.1,0:43.166,169.2,47.6,52.4,-23.76,5366,4,0.0,0.0
1,2406.7,0:43.320,163.7,45.0,55.0,-24.29,5163,4,0.0,0.0
1,2412.3,0:43.422,160.0,43.3,56.7,-24.31,5040,4,0.0,0.0
1,2417.9,0:43.523,156.4,41.5,58.5,-24.07,4929,4,0.0,0.0
1,2426.5,0:43.677,150.9,38.9,61.1,-23.25,4787,3,14.2,0.0
1,2432.1,0:43.778,147.3,37.2,62.8,-22.42,4713,3,24.2,0.0
1,2437.8,0:43.881,143.6,35.4,64.6,-21.35,4654,3,34.8,0.0
1,2446.3,0:44.034,138.1,32.8,67.2,-19.38,4595,3,42.5,0.0
1,2451.9,0:44.135,134.5,31.0,69.0,-17.85,4575,3,40.3,0.0
1,2457.7,0:44.238,130.8,29.3,70.7,-16.13,4565,3,35.7,0.0
1,2466.1,0:44.390,125.4,26.7,73.3,-13.32,4571,3,34.0,0.0
1,2471.8,0:44.492,121.7,24.9,75.1,-11.28,4582,3,40.2,0.0
1,2477.4,0:44.593,118.1,23.2,76.8,-9.16,4598,3,50.5,0.0
1,2485.9,0:44.746,112.6,20.6,79.4,-5.8,4619,3,64.4,0.0
1,2491.6,0:44.848,109.0,18.8,81.2,-3.49,4627,3,67.1,0.0
1,2500.1,0:45.002,103.4,16.2,83.8,0.05,4624,2,62.1,0.0
1,2505.7,0:45.103,99.8,14.4,85.6,2.37,4609,2,58.3,0.0
1,2511.4,0:45.205,96.2,12.7,87.3,4.69,4580,2,59.2,0.0
1,2519.9,0:45.359,90.7,10.0,90.0,8.12,4508,2,71.4,0.0
1,2525.6,0:45.461,94.1,11.7,88.3,10.3,4566,2,76.1,0.0
1,2531.3,0:45.564,97.8,13.5,86.5,12.41,4613,2,77.5,0.0
1,2539.8,0:45.717,103.3,16.1,83.9,15.33,4654,2,68.7,0.0
1,2545.5,0:45.819,106.9,17.8,82.2,17.11,4666,3,57.9,0.0
1,2551.2,0:45.922,110.6,19.6,80.4,18.74,4667,3,48.3,0.0
1,2559.7,0:46.074,116.1,22.2,77.8,20.82,4653,3,43.9,0.0
1,2565.4,0:46.177,119.8,24.0,76.0,21.98,4639,3,47.4,0.0
1,2571.1,0:46.279,123.4,25.7,74.3,22.91,4624,3,51.8,0.0
1,2579.5,0:46.431,128.9,28.3,71.7,23.88,4607,3,50.6,0.0
1,2585.2,0:46.534,132.5,30.1,69.9,24.24,4605,3,42.5,0.0
1,2593.7,0:46.686,138.0,32.7,67.3,24.28,4619,3,26.6,0.0
1,2599.4,0:46.789,141.7,34.5,65.5,23.98,4646,3,20.0,0.0
1,2605.0,0:46.890,145.3,36.2,63.8,23.41,4686,3,19.5,0.0
1,2613.6,0:47.044,150.8,38.8,61.2,22.02,4778,3,25.8,0.0
1,2619.2,0:47.145,154.4,40.6,59.4,20.75,4857,3,0.0,0.0
1,2624.8,0:47.247,158.1,42.3,57.7,19.19,4953,4,0.0,0.0
1,2633.4,0:47.401,163.6,45.0,55.0,16.29,5122,4,0.0,0.0
1,2639.0,0:47.502,167.2,46.7,53.3,14.04,5249,4,0.0,0.0
1,2647.6,0:47.656,172.7,49.3,50.7,10.08,5455,4,0.0,0.0
1,2653.2,0:47.757,176.4,51.1,48.9,7.15,5598,4,0.0,0.0
1,2658.9,0:47.860,180.0,52.8,47.2,3.9,5743,4,0.0,0.0
1,2667.3,0:48.012,185.5,55.4,44.6,-1.38,5955,4,0.0,0.0
1,2673.0,0:48.114,189.1,57.2,42.8,-5.21,6089,4,0.0,0.0
1,2678.7,0:48.217,192.8,58.9,41.1,-9.32,6215,4,0.0,0.0
1,2687.2,0:48.370,198.3,61.6,38.4,-15.8,6379,4,0.0,0.0
1,2692.9,0:48.473,202.0,63.3,36.7,-20.42,6472,4,0.0,0.0
1,2701.4,0:48.626,253.2,96.6,0.0,-27.59,7393,5,0.0,10.0
1,2707.1,0:48.728,254.7,97.2,0.0,-32.55,7406,5,0.0,10.0
1,2712.8,0:48.831,256.1,97.8,0.0,-37.69,7403,5,0.0,10.0
1,2721.3,0:48.983,257.8,98.5,0.0,-45.48,7367,5,0.0,10.0
1,2727.0,0:49.086,258.9,99.0,0.0,-50.86,7325,5,0.0,10.0
1,2735.5,0:49.239,260.2,99.5,0.0,-58.94,7241,6,0.0,10.0
1,2741.1,0:49.339,260.9,99.7,0.0,-64.26,7175,6,0.0,10.0
1,2746.7,0:49.441,261.4,99.9,0.0,-69.68,7105,6,0.0,10.0
1,2755.3,0:49.595,262.0,100.0,0.0,-77.83,6999,6,0.0,10.0
1,2760.9,0:49.697,262.2,100.0,0.0,-83.16,6932,6,0.0,10.0
1,2766.6,0:49.799,262.3,99.9,0.0,-88.41,6871,6,0.0,10.0
1,2775.2,0:49.953,262.2,99.6,0.0,-96.16,6799,6,0.0,10.0
1,2780.8,0:50.054,262.0,99.4,0.0,-101.08,6765,6,0.0,10.0
1,2789.2,0:50.206,261.6,98.8,0.0,-108.2,6741,6,0.0,10.0
1,2794.9,0:50.309,261.3,98.4,0.0,-112.8,6744,6,0.0,10.0
1,2800.6,0:50.411,260.9,97.9,0.0,-117.16,6761,6,0.0,10.0
1,2809.1,0:50.563,260.2,97.0,0.0,-123.25,6814,6,0.0,10.0
1,2814.8,0:50.666,259.8,96.4,0.0,-127.07,6864,5,0.0,10.0
1,2823.2,0:50.818,259.2,95.3,0.0,-132.21,6958,5,0.0,10.0
1,2828.9,0:50.921,258.9,94.5,0.0,-135.35,7029,5,0.0,10.0
1,2834.6,0:51.022,258.6,93.6,0.0,-138.14,7103,5,0.0,10.0
1,2843.1,0:51.176,258.3,92.3,0.0,-141.81,7216,5,0.0,10.0
1,2848.8,0:51.278,258.2,91.4,0.0,-143.84,7287,5,0.0,10.0
1,2857.2,0:51.430,258.3,89.9,0.0,-146.26,7380,5,0.0,10.0
1,2862.9,0:51.533,258.5,88.9,0.0,-147.47,7431,5,0.0,10.0
1,2871.4,0:51.685,259.0,87.4,0.0,-148.63,7484,5,0.0,10.0
1,2877.1,0:51.787,259.5,86.3,0.0,-148.98,7503,5,0.0,10.0
1,2882.8,0:51.890,260.1,85.3,0.0,-148.98,7509,6,0.0,10.0
1,2891.2,0:52.042,261.2,83.7,0.0,-148.34,7492,6,0.0,10.0
1,2896.9,0:52.145,262.2,82.7,0.0,-147.48,7465,6,0.0,10.0
1,2902.6,0:52.246,263.2,81.6,0.0,-146.31,7427,6,0.0,10.0
1,2908.3,0:52.349,264.3,80.6,0.0,-144.78,7381,6,0.0,10.0
1,2916.8,0:52.502,266.1,79.2,0.0,-141.92,7302,6,0.0,10.0
1,2922.4,0:52.603,267.4,78.2,0.0,-139.65,7245,6,0.0,10.0
1,2928.1,0:52.706,268.8,77.3,0.0,-137.04,7190,6,0.0,10.0
1,2933.8,0:52.808,270.2,76.4,0.0,-134.18,7139,6,0.0,10.0
1,2942.2,0:52.960,272.3,75.2,0.0,-129.42,7074,6,0.0,10.0
1,2947.9,0:53.063,273.7,74.4,0.0,-125.88,7043,6,0.0,0.0
1,2953.6,0:53.165,275.1,73.7,0.0,-122.16,7024,6,0.0,0.0
1,2959.2,0:53.266,276.4,73.0,0.0,-118.26,7019,6,0.0,0.0
1,2967.8,0:53.420,278.3,72.1,0.0,-111.97,7038,6,0.0,0.0
1,2973.4,0:53.522,279.5,71.6,0.0,-107.6,7069,6,0.0,0.0
1,2979.1,0:53.623,280.5,71.2,0.0,-103.13,7113,6,0.0,0.0
1,2984.8,0:53.726,281.5,70.8,0.0,-98.46,7170,6,0.0,0.0
1,2993.2,0:53.878,282.7,70.4,0.0,-91.38,7275,6,0.0,0.0
1,2998.9,0:53.981,283.3,70.2,0.0,-86.5,7355,6,0.0,0.0
1,3004.6,0:54.083,283.8,70.1,0.0,-81.62,7438,6,0.0,0.0
1,3010.3,0:54.185,284.1,70.0,0.0,-76.73,7524,6,0.0,0.0
1,3018.8,0:54.339,284.4,70.1,0.0,-69.34,7647,6,0.0,0.0
1,3024.4,0:54.440,284.3,70.2,0.0,-64.53,7721,6,0.0,0.0
1,3030.1,0:54.542,284.2,70.4,0.0,-59.73,7786,6,0.0,0.0
1,3035.8,0:54.645,283.9,70.7,0.0,-54.96,7839,6,0.0,0.0
1,3041.4,0:54.746,283.5,71.0,0.0,-50.37,7878,6,0.0,0.0
1,3050.0,0:54.900,282.6,71.7,0.0,-43.6,7905,6,0.0,0.0
1,3055.7,0:55.002,281.9,72.2,0.0,-39.29,7902,6,0.0,0.0
1,3061.3,0:55.103,281.2,72.7,0.0,-35.18,7882,6,0.0,0.0
1,3067.0,0:55.206,280.3,73.4,0.0,-31.17,7844,6,0.0,0.0
1,3075.5,0:55.359,279.0,74.4,0.0,-25.58,7759,6,0.0,0.0
1,3081.1,0:55.460,278.1,75.2,0.0,-22.15,7686,6,0.0,10.0
1,3086.8,0:55.563,277.1,76.0,0.0,-18.88,7603,6,0.0,10.0
1,3092.5,0:55.665,276.2,76.9,0.0,-15.88,7512,6,0.0,10.0
1,3100.9,0:55.817,274.8,78.3,0.0,-11.86,7370,6,0.0,10.0
1,3106.7,0:55.920,274.0,79.2,0.0,-9.47,7276,6,0.0,10.0
1,3112.3,0:56.022,273.2,80.2,0.0,-7.36,7186,6,0.0,10.0
1,3118.1,0:56.125,272.5,81.2,0.0,-5.51,7104,6,0.0,10.0
1,3126.6,0:56.278,271.7,82.7,0.0,-3.28,7003,6,0.0,10.0
1,3132.2,0:56.380,271.2,83.8,0.0,-2.13,6953,6,0.0,10.0
1,3137.9,0:56.482,270.9,84.8,0.0,-1.26,6919,6,0.0,10.0
1,3143.5,0:56.583,270.7,85.9,0.0,-0.66,6903,6,0.0,10.0
1,3152.1,0:56.737,270.6,87.4,0.0,-0.26,6912,6,0.0,10.0
1,3157.7,0:56.839,270.6,88.5,0.0,-0.33,6941,6,0.0,10.0
1,3163.3,0:56.940,270.8,89.5,0.0,-0.64,6986,6,0.0,10.0
1,3169.0,0:57.042,271.2,90.5,0.0,-1.2,7045,6,0.0,10.0
1,3177.6,0:57.196,271.8,91.9,0.0,-2.48,7158,6,0.0,10.0
1,3183.2,0:57.297,272.4,92.8,0.0,-3.6,7243,6,0.0,10.0
1,3188.9,0:57.400,273.1,93.7,0.0,-4.94,7334,6,0.0,10.0
1,3194.5,0:57.501,273.8,94.5,0.0,-6.45,7427,6,0.0,10.0
1,3203.1,0:57.655,275.0,95.7,0.0,-9.07,7561,6,0.0,10.0
1,3208.7,0:57.757,275.8,96.4,0.0,-11.0,7643,6,0.0,10.0
1,3214.3,0:57.858,276.6,97.1,0.0,-13.03,7715,6,0.0,10.0
1,3222.9,0:58.012,277.9,97.9,0.0,-16.35,7799,6,0.0,10.0
1,3228.5,0:58.113,278.7,98.4,0.0,-18.64,7837,6,0.0,10.0
1,3234.2,0:58.216,279.5,98.9,0.0,-21.03,7858,6,0.0,10.0
1,3242.7,0:58.369,280.5,99.4,0.0,-24.67,7858,6,0.0,10.0
1,3248.4,0:58.471,281.0,99.6,0.0,-27.12,7836,6,0.0,10.0
1,3254.1,0:58.574,281.5,99.8,0.0,-29.58,7799,6,0.0,10.0
1,3259.7,0:58.675,281.8,100.0,0.0,-31.97,7748,6,0.0,10.0
1,3268.3,0:58.829,282.1,100.0,0.0,-35.51,7650,6,0.0,10.0
1,3273.9,0:58.931,282.2,99.9,0.0,-37.76,7573,6,0.0,10.0
1,3279.6,0:59.033,282.1,99.8,0.0,-39.92,7492,6,0.0,10.0
1,3285.2,0:59.134,281.8,99.6,0.0,-41.93,7408,6,0.0,10.0
1,3293.8,0:59.288,281.2,99.1,0.0,-44.74,7285,6,0.0,10.0
1,3299.4,0:59.389,280.5,98.7,0.0,-46.38,7210,6,0.0,10.0
1,3305.1,0:59.491,279.8,98.3,0.0,-47.85,7143,6,0.0,10.0
1,3313.6,0:59.645,278.4,97.5,0.0,-49.7,7062,6,0.0,10.3
1,3319.2,0:59.746,277.3,96.9,0.0,-50.64,7025,6,0.0,10.3
1,3324.9,0:59.848,276.2,96.2,0.0,-51.36,7001,6,0.0,10.0
1,3330.6,0:59.951,274.9,95.5,0.0,-51.83,6991,6,0.0,10.0
1,3339.1,1:00.103,272.9,94.3,0.0,-52.04,7002,6,0.0,10.0
1,3344.8,1:00.206,271.4,93.4,0.0,-51.84,7026,6,0.0,10.0
1,3350.4,1:00.308,270.0,92.6,0.0,-51.36,7060,6,0.0,10.0
1,3356.1,1:00.410,268.5,91.6,0.0,-50.6,7104,6,0.0,10.0
1,3364.7,1:00.564,266.2,90.2,0.0,-48.89,7179,6,0.0,10.0
1,3370.3,1:00.665,264.7,89.2,0.0,-47.4,7233,6,0.0,11.2
1,3375.9,1:00.767,263.3,88.2,0.0,-45.6,7286,6,0.0,13.8
1,3384.5,1:00.921,261.3,86.6,0.0,-42.32,7358,6,0.0,17.2
1,3390.1,1:01.022,260.0,85.6,0.0,-39.8,7397,5,0.0,18.4
1,3395.7,1:01.123,258.8,84.5,0.0,-37.0,7426,5,0.0,18.2
1,3404.3,1:01.277,257.2,82.9,0.0,-32.2,7448,5,0.0,15.2
1,3409.9,1:01.379,256.3,81.9,0.0,-28.67,7446,5,0.0,11.6
1,3415.6,1:01.480,255.5,80.9,0.0,-24.92,7431,5,0.0,10.0
1,3424.0,1:01.632,254.6,79.4,0.0,-18.81,7382,5,0.0,10.0
1,3429.7,1:01.735,254.1,78.4,0.0,-14.38,7334,5,0.0,10.0
1,3435.4,1:01.837,253.8,77.5,0.0,-9.76,7275,5,0.0,10.0
1,3443.9,1:01.990,253.4,76.2,0.0,-2.45,7171,5,0.0,10.0
1,3449.6,1:02.092,253.4,75.4,0.0,2.65,7095,5,0.0,10.0
1,3455.2,1:02.193,253.4,74.6,0.0,7.86,7017,5,0.0,0.0
1,3463.7,1:02.346,253.6,73.5,0.0,16.01,6901,5,0.0,0.0
1,3469.4,1:02.449,253.9,72.9,0.0,21.65,6830,5,0.0,0.0
1,3475.1,1:02.551,254.1,72.3,0.0,27.33,6767,5,0.0,0.0
1,3483.5,1:02.703,254.7,71.5,0.0,35.92,6693,5,0.0,0.0
1,3489.2,1:02.806,255.0,71.1,0.0,41.8,6659,5,0.0,0.0
1,3494.8,1:02.907,255.4,70.7,0.0,47.58,6641,5,0.0,0.0
1,3503.4,1:03.061,193.6,59.3,40.7,56.38,5536,4,0.0,0.0
1,3509.1,1:03.163,189.7,57.5,42.5,62.17,5481,4,0.0,0.0
1,3514.7,1:03.265,185.9,55.6,44.4,67.9,5442,4,0.0,0.0
1,3523.2,1:03.417,180.1,52.9,47.1,76.27,5411,4,0.0,0.0
1,3528.9,1:03.520,176.2,51.0,49.0,81.81,5403,4,0.0,0.0
1,3534.5,1:03.621,172.4,49.2,50.8,87.1,5406,4,0.0,0.0
1,3543.1,1:03.775,166.6,46.4,53.6,94.87,5418,4,0.0,0.0
1,3548.7,1:03.876,162.8,44.6,55.4,99.75,5430,4,0.0,0.0
1,3554.3,1:03.978,158.9,42.7,57.3,104.46,5440,4,0.0,0.0
1,3562.9,1:04.132,153.1,39.9,60.1,111.16,5444,3,26.7,0.0
1,3568.5,1:04.233,149.3,38.1,61.9,115.24,5437,3,22.6,0.0
1,3574.2,1:04.336,145.4,36.2,63.8,119.15,5417,3,19.0,0.0
1,3582.7,1:04.489,139.6,33.5,66.5,124.42,5363,3,23.1,0.0
1,3588.3,1:04.590,135.8,31.6,68.4,127.54,5308,3,32.5,0.0
1,3594.1,1:04.693,131.9,29.8,70.2,130.41,5236,3,43.6,0.0
1,3602.6,1:04.846,126.1,27.0,73.0,134.08,5099,3,53.2,0.0
1,3608.2,1:04.948,122.2,25.2,74.8,136.12,4990,3,52.3,0.0
1,3613.9,1:05.050,118.4,23.3,76.7,137.83,4868,3,48.0,0.0
1,3622.4,1:05.204,112.5,20.5,79.5,139.76,4665,3,45.2,0.0
1,3628.1,1:05.306,108.7,18.7,81.3,140.62,4521,3,50.3,0.0
1,3633.8,1:05.408,104.8,16.8,83.2,141.13,4374,3,60.3,0.0
1,3639.5,1:05.511,100.9,15.0,85.0,141.31,4225,2,71.2,0.0
1,3648.0,1:05.664,95.1,12.2,87.8,140.94,4009,2,79.6,0.0
1,3653.7,1:05.766,91.3,10.4,89.6,140.28,3873,2,78.0,0.0
1,3659.4,1:05.869,87.4,8.5,91.5,139.28,3746,2,73.6,0.0
1,3667.8,1:06.021,81.6,5.7,94.3,137.23,3581,2,71.7,0.0
1,3673.6,1:06.124,82.5,6.1,93.9,135.46,3571,2,73.7,0.0
1,3679.2,1:06.226,86.3,8.0,92.0,133.42,3631,2,77.4,0.0
1,3687.7,1:06.378,92.1,10.7,89.3,129.86,3751,2,81.9,0.0
1,3693.4,1:06.481,96.0,12.6,87.4,127.13,3850,2,78.5,0.0
1,3699.0,1:06.582,99.8,14.4,85.6,124.22,3963,2,69.6,0.0
1,3707.6,1:06.736,105.6,17.2,82.8,119.36,4156,3,53.6,0.0
1,3713.2,1:06.838,109.5,19.0,81.0,115.89,4295,3,47.7,0.0
1,3718.8,1:06.939,113.3,20.9,79.1,112.28,4440,3,48.0,0.0
1,3727.4,1:07.093,119.1,23.7,76.3,106.49,4662,3,54.2,0.0
1,3733.0,1:07.194,122.9,25.5,74.5,102.54,4808,3,55.7,0.0
1,3738.7,1:07.297,126.8,27.4,72.6,98.39,4950,3,51.4,0.0
1,3747.2,1:07.449,132.6,30.1,69.9,92.13,5145,3,36.3,0.0
1,3752.8,1:07.551,136.4,31.9,68.1,87.86,5262,3,26.3,0.0
1,3758.6,1:07.654,140.3,33.8,66.2,83.51,5366,3,21.3,0.0
1,3764.2,1:07.755,144.1,35.6,64.4,79.25,5453,3,22.3,0.0
1,3772.7,1:07.909,150.0,38.4,61.6,72.77,5556,3,28.6,0.0
1,3778.3,1:08.010,153.8,40.3,59.7,68.57,5604,3,0.0,0.0
1,3784.0,1:08.112,157.6,42.1,57.9,64.4,5637,4,0.0,0.0
1,3792.6,1:08.266,163.5,44.9,55.1,58.27,5663,4,0.0,0.0
1,3798.2,1:08.367,167.3,46.7,53.3,54.38,5666,4,0.0,0.0
1,3803.9,1:08.470,171.2,48.6,51.4,50.55,5662,4,0.0,0.0
1,3812.4,1:08.623,177.0,51.3,48.7,45.15,5647,4,0.0,0.0
1,3818.1,1:08.725,180.8,53.2,46.8,41.77,5635,4,0.0,0.0
1,3823.7,1:08.827,184.7,55.0,45.0,38.58,5627,4,0.0,0.0
1,3832.2,1:08.979,190.4,57.8,42.2,34.2,5626,4,0.0,0.0
1,3837.9,1:09.082,194.3,59.7,40.3,31.51,5639,4,0.0,0.0
1,3843.6,1:09.184,198.2,61.5,38.5,29.08,5663,4,0.0,0.0
1,3852.0,1:09.336,211.0,93.7,0.0,25.92,5851,5,0.0,11.9
1,3857.7,1:09.439,209.7,92.8,0.0,24.09,5821,5,0.0,10.0
1,3866.2,1:09.591,207.5,91.4,0.0,21.88,5802,4,0.0,10.0
1,3871.9,1:09.694,206.0,90.4,0.0,20.71,5806,4,0.0,10.0
1,3877.6,1:09.796,204.3,89.4,0.0,19.82,5822,4,0.0,10.0
1,3886.0,1:09.948,201.7,87.9,0.0,19.0,5867,4,0.0,10.0
1,3891.7,1:10.051,199.9,86.9,0.0,18.78,5907,4,0.0,10.0
1,3900.2,1:10.203,197.2,85.3,0.0,18.93,5975,4,0.0,10.0
1,3905.9,1:10.306,195.4,84.3,0.0,19.36,6023,4,0.0,10.0
1,3911.6,1:10.408,193.6,83.2,0.0,20.04,6068,4,0.0,10.0
1,3920.1,1:10.562,190.9,81.7,0.0,21.5,6127,4,0.0,10.0
1,3925.8,1:10.664,189.3,80.6,0.0,22.76,6156,4,0.0,10.0
1,3931.4,1:10.765,187.7,79.7,0.0,24.21,6174,4,0.0,10.0
1,3939.9,1:10.919,185.4,78.2,0.0,26.79,6179,4,0.0,10.0
1,3945.6,1:11.021,184.0,77.3,0.0,28.73,6165,4,0.0,10.0
1,3954.1,1:11.173,182.2,76.0,0.0,31.91,6118,4,0.0,10.0
1,3959.8,1:11.276,181.2,75.2,0.0,34.24,6071,4,0.0,10.0
1,3965.5,1:11.379,180.2,74.4,0.0,36.69,6011,4,0.0,0.0
1,3974.1,1:11.533,179.1,73.4,0.0,40.54,5904,4,0.0,0.0
1,3979.7,1:11.635,178.5,72.7,0.0,43.18,5824,4,0.0,0.0
1,3985.4,1:11.737,178.1,72.1,0.0,45.87,5740,4,0.0,0.0
1,3993.9,1:11.891,177.7,71.4,0.0,49.99,5614,4,0.0,0.0
1,3999.6,1:11.993,177.6,71.0,0.0,52.71,5533,4,0.0,0.0
1,4008.1,1:12.146,177.7,70.5,0.0,56.75,5426,4,0.0,0.0
1,4013.7,1:12.246,177.8,70.3,0.0,59.33,5368,4,0.0,0.0
1,4019.3,1:12.348,178.1,70.1,0.0,61.89,5323,4,0.0,0.0
1,4027.9,1:12.502,178.5,70.0,0.0,65.57,5282,4,0.0,0.0
1,4033.6,1:12.604,178.9,70.0,0.0,67.85,5275,4,0.0,0.0
1,4042.1,1:12.758,179.5,70.2,0.0,71.01,5295,4,0.0,0.0
1,4047.7,1:12.859,179.9,70.4,0.0,72.88,5328,4,0.0,0.0
1,4053.4,1:12.962,180.3,70.7,0.0,74.59,5374,4,0.0,0.0
1,4061.9,1:13.115,180.8,71.2,0.0,76.74,5467,4,0.0,0.0
1,4067.6,1:13.217,181.0,71.7,0.0,77.9,5540,4,0.0,0.0
1,4073.3,1:13.320,181.2,72.2,0.0,78.81,5619,4,0.0,0.0
1,4081.8,1:13.472,181.3,73.0,0.0,79.68,5740,4,0.0,0.0
1,4087.5,1:13.575,181.3,73.7,0.0,79.92,5818,4,0.0,0.0
1,4096.0,1:13.728,181.0,74.8,0.0,79.75,5923,4,0.0,0.0
1,4101.7,1:13.830,180.6,75.6,0.0,79.27,5980,4,0.0,10.0
1,4107.4,1:13.933,180.2,76.4,0.0,78.48,6024,4,0.0,10.0
1,4115.8,1:14.085,179.3,77.8,0.0,76.74,6061,4,0.0,10.0
1,4121.6,1:14.188,178.5,78.7,0.0,75.18,6064,4,0.0,10.0
